id,cycle_enUS,cycle_zhCN,cycle_position,set_enUS,set_zhCN,set_position,settype_enUS,settype_zhCN,set_size,position,title_enUS,title_zhCN,stripped_title,text_enUS,text_zhCN,stripped_text,type_enUS,type_zhCN,subtype_enUS,subtype_zhCN,side_enUS,side_zhCN,faction_enUS,faction_zhCN,is_unique,deck_limit,advancement_requirement,agenda_point,base_link,minimum_deck_size,influence_limit,influence_cost,cost,strength,memory_cost,trash_cost,flavor_enUS,flavor_zhCN,quantity,extra_printing,illustrator,attribution,pronouns,pronunciation_ipa,pronunciation_approx,extra_face,narrative_enUS,designed_by,released_by,release_date
26061,Ashes,余烬,26,Downfall,坍落,1,Data Pack,数据包,65,61,Secure and Protect,控制与保护,Secure and Protect,"As an additional cost to play this operation, spend [click].
Search R&D for 1 piece of ice and reveal it. <em>(Shuffle R&D after searching it.)</em> Install that ice protecting a central server, paying 3[credit] less.","作为打出本事务的额外费用，花费[click]。
在研发中心搜寻1个防火墙并展示之。<em>（在搜寻研发中心后将其洗混。）</em>安装该防火墙用于保护一台中央服务器，其安装费用减3[credit]。","As an additional cost to play this operation, spend click. Search R&D for 1 piece of ice and reveal it. (Shuffle R&D after searching it.) Install that ice protecting a central server, paying 3 credits less.",Operation,事务,Double,双重,Corp,公司,Weyland Consortium,威兰财团,,3,,,,,,3,1,,,,"Secure Servers. Contain Infections. Protect Data.
—The SecTech Mantra","控制服务器。收容感染。保护数据。
—技术安保准则",3,0,Krembler,,,,,0,,null_signal_games,null_signal_games,2019-03-18
26062,Ashes,余烬,26,Downfall,坍落,1,Data Pack,数据包,65,62,Reduced Service,受限服务,Reduced Service,"When you rez this upgrade, you may pay up to 4[credit] to place that many power counters on it.
As an additional cost to run this server, the Runner must pay 2[credit] for each hosted power counter.
Whenever the Runner makes a successful run on a central server, remove 1 hosted power counter.","当你激活本升级时，你可以支付最多4[credit]，以放置等量的能量指示物到本升级上。
作为潜袭本服务器的额外费用，每有1枚所附载的能量指示物，潜袭者必须支付2[credit]。
每当潜袭者对中央服务器进行一次成功的潜袭时，移除1枚所附载的能量指示物。","When you rez this upgrade, you may pay up to 4 credits to place that many power counters on it. As an additional cost to run this server, the Runner must pay 2 credits for each hosted power counter. Whenever the Runner makes a successful run on a central server, remove 1 hosted power counter.",Upgrade,升级,,,Corp,公司,Weyland Consortium,威兰财团,♦,3,,,,,,3,0,,,2,,,3,0,Krembler,,,,,0,,null_signal_games,null_signal_games,2019-03-18
26063,Ashes,余烬,26,Downfall,坍落,1,Data Pack,数据包,65,63,Vulnerability Audit,疏漏审计,Vulnerability Audit,You cannot score this agenda if it was installed this turn.,你不能在安装本议案的回合计分本议案。,You cannot score this agenda if it was installed this turn.,Agenda,议案,Research,研究,Corp,公司,Neutral Corp,中立公司,,3,4,3,,,,1,,,,,"The Fracture was no different from any other crisis. As always, Management’s first instinct was to find someone to blame. Getting food up to Midway or He3 down to power Earthside hospitals are trivialities compared to the important work of salving Executive ego and keeping one’s job.",此次轨道断裂事故与其他危机并无二致。一如既往，管理层的第一反应是先找一位背锅侠。与保住自己的饭碗和主管的面子相比，把食物送到中途站或者把氦-3送往地球的医院都是些无关紧要的琐事。,3,0,Iain Fairclough,,,,,0,,null_signal_games,null_signal_games,2019-03-18
26064,Ashes,余烬,26,Downfall,坍落,1,Data Pack,数据包,65,64,CSR Campaign,企业社责运动,CSR Campaign,"When your turn begins, you may draw 1 card.",当你的回合开始时，你可以抽1张卡牌。,"When your turn begins, you may draw 1 card.",Asset,资产,Advertisement,广告,Corp,公司,Neutral Corp,中立公司,,3,,,,,,0,2,,,2,"“By matching funds on your donations, the Space Elevator Authority has already planted over eight million trees on the Pacific coast. Together we can restore New Angeles to its former glory.”
—Elizabeth Mills","“有赖于诸位的慷慨解囊，空梯管理局已经在太平洋沿岸上种植了超过八百万棵树。让我们协作起来，一起重现新洛杉矶的往日荣光。”
—伊丽莎白·米尔斯",3,0,Elizaveta Sokolova,,,,,0,,null_signal_games,null_signal_games,2019-03-18
26065,Ashes,余烬,26,Downfall,坍落,1,Data Pack,数据包,65,65,Rime,白霜,Rime,"During runs against this server, you can rez this ice any time you could rez non-ice cards.
Each piece of ice protecting this server gets +1 strength.
[subroutine] The Runner loses 1[credit].","在对本服务器的潜袭中，你可以在任意你可以激活非防火墙卡牌的时机激活本防火墙。
所有保护本服务器的防火墙的强度+1。
[subroutine] 潜袭者失去1[credit]。","During runs against this server, you can rez this ice any time you could rez non-ice cards. Each piece of ice protecting this server gets +1 strength. Subroutine The Runner loses 1 credit.",Ice,防火墙,Mythic,神秘,Corp,公司,Neutral Corp,中立公司,,3,,,,,,0,0,0,,,,,3,0,N. Hopkins,,,,,0,,null_signal_games,null_signal_games,2019-03-18
26066,Ashes,余烬,26,Uprising,起义,3,Data Pack,数据包,65,66,Hoshiko Shiro: Untold Protagonist,白 星子：未名主演,Hoshiko Shiro: Untold Protagonist,"When your turn ends, if you accessed a card this turn, gain 2[credit] and flip this identity.
<strong>Back:</strong> Hoshiko Shiro: Mahou Shoujo
When your turn begins, draw 1 card and lose 1[credit].
When your turn ends, if you did not access any cards this turn, flip this identity.","当你的回合结束时，如果你本回合读取过卡牌，获得2[credit]并将本特性翻面。
<strong>翻面</strong> 白 星子：魔法少女
当你的回合开始时，抽1张卡牌并失去1[credit]。当你的回合结束时，如果你本回合没有读取过卡牌，将本特性翻面。","When your turn ends, if you accessed a card this turn, gain 2 credits and flip this identity.
Back: Hoshiko Shiro: Mahou Shoujo
When your turn begins, draw 1 card and lose 1 credit. When your turn ends, if you did not access any cards this turn, flip this identity.",Runner Identity,潜袭者特性,Natural,原生人,Runner,潜袭者,Anarch,反叛者,,1,,,0,45,15,,,,,,"Please, let me have this dream.
I’m going to be my own kind of hero.","拜托了，请让我展开羽翼。
我要用我自己的方式成为英雄。",1,1,Luminita Pham,,she/her,,,1,,null_signal_games,null_signal_games,2019-12-31
26067,Ashes,余烬,26,Uprising,起义,3,Data Pack,数据包,65,67,Moshing,狂舞,Moshing,"As an additional cost to play this event, trash 3 cards from your grip.
Gain 3[credit] and draw 3 cards.","作为打出本事件的额外费用，从你的操控器销毁3张卡牌。
获得3[credit]并抽3张卡牌。","As an additional cost to play this event, trash 3 cards from your grip. Gain 3 credits and draw 3 cards.",Event,事件,,,Runner,潜袭者,Anarch,反叛者,,3,,,,,,3,0,,,,Let’s start a <em>RIOT.</em>,<em>暴动</em>亦如是。,3,0,Patrick Burk,,,,,0,,null_signal_games,null_signal_games,2019-12-31
26068,Ashes,余烬,26,Uprising,起义,3,Data Pack,数据包,65,68,Devil Charm,恶魔护符,Devil Charm,"Whenever you encounter a piece of ice, you may remove this hardware from the game. If you do, that ice gets −6 strength for the remainder of this run.",每当你遭遇一层防火墙时，你可以将本硬件移出游戏。如果你如此做，该防火墙在本次潜袭的剩余时间内强度-6。,"Whenever you encounter a piece of ice, you may remove this hardware from the game. If you do, that ice gets -6 strength for the remainder of this run.",Hardware,硬件,Chip,芯片,Runner,潜袭者,Anarch,反叛者,♦,3,,,,,,2,1,,,,"A simple little box, brimming with temptation.",一个小巧的盒子，还有潘多拉的引诱低语。,3,0,Elizaveta Sokolova,,,,,0,,null_signal_games,null_signal_games,2019-12-31
26069,Ashes,余烬,26,Uprising,起义,3,Data Pack,数据包,65,69,Gachapon,扭蛋机,Gachapon,"<strong>[trash]:</strong> Set aside the top 6 cards of your stack faceup. You may install 1 program or <strong>virtual</strong> resource from among those cards, paying 2[credit] less. Shuffle 3 of the remaining cards into your stack, then remove the rest from the game.",[trash]<strong>：</strong>将你的存储栈顶端的6张卡牌置于一旁。你可以从其中安装1个程序或<strong>虚拟</strong>资源，其安装费用减2[credit]。将剩余卡牌中的3张洗入你的存储栈，然后将余下的卡牌移出游戏。,"trash: Set aside the top 6 cards of your stack faceup. You may install 1 program or virtual resource from among those cards, paying 2 credits less. Shuffle 3 of the remaining cards into your stack, then remove the rest from the game.",Hardware,硬件,Chip,芯片,Runner,潜袭者,Anarch,反叛者,,3,,,,,,2,0,,,,Win a new friend today!,今天也来抽一个新玩伴吧！,3,0,Elizaveta Sokolova,,,,,0,,null_signal_games,null_signal_games,2019-12-31
26070,Ashes,余烬,26,Uprising,起义,3,Data Pack,数据包,65,70,Keiko,惠子,Keiko,"+2[mu]
The first time each turn you install a <strong>companion</strong> card or spend credits from an installed <strong>companion</strong> card, gain 1[credit].
Limit 1 <strong>console</strong> per player.","+2[mu]
每回合你第一次安装一张<strong>同伴</strong>卡牌或者花费一张已安装的<strong>同伴</strong>卡牌上的信用点时，获得1[credit]。
每位玩家限制1个<strong>控制台</strong>。","+2 mu The first time each turn you install a companion card or spend credits from an installed companion card, gain 1 credit. Limit 1 console per player.",Hardware,硬件,"Console,Companion","控制台,同伴",Runner,潜袭者,Anarch,反叛者,♦,3,,,,,,3,3,,,,“…and friends hold you close. I vow never to let go of my princess.”,“……挚友伴君前行。我誓将永世守护我的公主殿下。”,3,0,Olie Boldador,,,,,0,,null_signal_games,null_signal_games,2019-12-31
26071,Ashes,余烬,26,Uprising,起义,3,Data Pack,数据包,65,71,Odore,舞动,Odore,"Interface → <strong>2[credit]:</strong> Break any number of <strong>sentry</strong> subroutines.
Interface → <strong>0[credit]:</strong> Break 1 <strong>sentry</strong> subroutine. Use this ability only if you have 3 or more installed <strong>virtual</strong> resources.
<strong>3[credit]:</strong> +3 strength.","对接 → <strong>2[credit]：</strong>破解任意数量的<strong>警报</strong>子进程。
对接 → <strong>0[credit]：</strong>破解1条<strong>警报</strong>子进程。本能力仅能在你有3个或更多已安装的<strong>虚拟</strong>资源时使用。
<strong>3[credit]：</strong>强度+3。",Interface -> 2 credits: Break any number of sentry subroutines. Interface -> 0 credits: Break 1 sentry subroutine. Use this ability only if you have 3 or more installed virtual resources. 3 credits: +3 strength.,Program,程序,"Icebreaker,Killer","破解器,断路模块",Runner,潜袭者,Anarch,反叛者,,3,,,,,,2,4,0,1,,"Dance, and forget about time!",起舞吧，忘却时光纷扰！,3,0,Krembler,,,,,0,,null_signal_games,null_signal_games,2019-12-31
26072,Ashes,余烬,26,Uprising,起义,3,Data Pack,数据包,65,72,Mystic Maemi,秘法师鸣蝉,Mystic Maemi,"When your turn begins and whenever you steal an agenda, place 1[credit] on this resource.
You can spend hosted credits to play events.
When your turn ends, if there are 3 or more hosted credits, you must trash 1 card from your grip at random or trash this resource.","当你的回合开始或你窃取一个议案时，放置1[credit]到本资源上。
你可以花费所附载的信用点以打出事件。
当你的回合结束时，如果所附载的信用点有3个或更多，你必须从你的操控器中随机销毁1张卡牌或者销毁本资源。","When your turn begins and whenever you steal an agenda, place 1 credit on this resource. You can spend hosted credits to play events. When your turn ends, if there are 3 or more hosted credits, you must trash 1 card from your grip at random or trash this resource.",Resource,资源,"Companion,Virtual","同伴,虚拟",Runner,潜袭者,Anarch,反叛者,♦,3,,,,,,2,1,,,,Friends lift your spirits.,挚友慰藉魂灵。,3,0,Izzy Pruett,,,,,0,,null_signal_games,null_signal_games,2019-12-31
26073,Ashes,余烬,26,Uprising,起义,3,Data Pack,数据包,65,73,Paladin Poemu,圣骑士诗梦,Paladin Poemu,"When your turn begins and whenever you steal an agenda, place 1[credit] on this resource.
You can spend hosted credits to install non-<strong>connection</strong> cards.
When your turn ends, if there are 3 or more hosted credits, trash 1 of your installed cards.","当你的回合开始时及每当你窃取一个议案时，放置1[credit]到本资源上。
你可以花费所附载的信用点以安装非<strong>人脉</strong>卡牌。
当你的回合结束时，如果所附载的信用点有3个或更多，销毁1张你已安装的卡牌。","When your turn begins and whenever you steal an agenda, place 1 credit on this resource. You can spend hosted credits to install non-connection cards. When your turn ends, if there are 3 or more hosted credits, trash 1 of your installed cards.",Resource,资源,"Companion,Virtual","同伴,虚拟",Runner,潜袭者,Anarch,反叛者,♦,3,,,,,,3,1,,,,Friends guard your passions.,挚友守御热情。,3,0,Izzy Pruett,,,,,0,,null_signal_games,null_signal_games,2019-12-31
26074,Ashes,余烬,26,Uprising,起义,3,Data Pack,数据包,65,74,Bravado,虚张声势,Bravado,"Run a server protected by ice. When that run ends, gain 6[credit] plus 1[credit] for each piece of ice you passed during that run.",潜袭一台有防火墙保护的服务器。当本次潜袭结束时，获得等同于本次潜袭中通过防火墙数量加6的[credit]。,"Run a server protected by ice. When that run ends, gain 6 credits plus 1 credit for each piece of ice you passed during that run.",Event,事件,Run,潜袭,Runner,潜袭者,Criminal,逆法者,,3,,,,,,3,3,,,,"“Hold my wine. I’m going in.”
—Red Comyn","“拿好我的酒，我要开冲了。”
—红发科明",3,0,Kevin Tame,,,,,0,,null_signal_games,null_signal_games,2019-12-31
26075,Ashes,余烬,26,Uprising,起义,3,Data Pack,数据包,65,75,Boomerang,回力镖,Boomerang,"When you install this hardware, choose 1 installed piece of ice. Use this hardware only during encounters with that ice.
<strong>[trash]:</strong> Break up to 2 subroutines. When this run ends, if it was successful, you may shuffle 1 copy of Boomerang from your heap into your stack.","当你安装本硬件时，选择1层已安装的防火墙。本硬件仅能在遭遇该防火墙期间使用。
[trash]<strong>：</strong>破解至多2条防火墙子进程。当本次潜袭结束时，如果潜袭成功，你可以将1张名称为回力镖的卡牌从你的堆阵洗入你的存储栈。","When you install this hardware, choose 1 installed piece of ice. Use this hardware only during encounters with that ice. trash: Break up to 2 subroutines. When this run ends, if it was successful, you may shuffle 1 copy of Boomerang from your heap into your stack.",Hardware,硬件,,,Runner,潜袭者,Criminal,逆法者,♦,3,,,,,,2,2,,,,Return to sender.,退给寄件人。,3,0,Elizaveta Sokolova,,,,,0,,null_signal_games,null_signal_games,2019-12-31
26076,Ashes,余烬,26,Uprising,起义,3,Data Pack,数据包,65,76,Mu Safecracker,静音金库破译机,Mu Safecracker,"Spend credits only from <strong>stealth</strong> cards to use this hardware.
Whenever you make a successful run on HQ, you may pay 1[credit] to access 1 additional card when you breach HQ.
Whenever you make a successful run on R&D, you may pay 2[credit] to access 1 additional card when you breach R&D.","本硬件仅能花费<strong>隐匿</strong>卡牌上的信用点来使用。
每当你对总部进行一次成功的潜袭时，你可以支付1[credit]。如果你如此做，当你侵入总部时，额外读取1张卡牌。
每当你对研发中心进行一次成功的潜袭时，你可以支付2[credit]。如果你如此做，当你侵入研发中心时，额外读取1张卡牌。","Spend credits only from stealth cards to use this hardware. Whenever you make a successful run on HQ, you may pay 1 credit to access 1 additional card when you breach HQ. Whenever you make a successful run on R&D, you may pay 2 credits to access 1 additional card when you breach R&D.",Hardware,硬件,,,Runner,潜袭者,Criminal,逆法者,♦,3,,,,,,3,2,,,,,,3,0,Zoe Cohen,,,,,0,,null_signal_games,null_signal_games,2019-12-31
26077,Ashes,余烬,26,Uprising,起义,3,Data Pack,数据包,65,77,Prognostic Q-Loop,预测量子循环芯片,Prognostic Q-Loop,"The first time each turn a run begins, you may look at the top 2 cards of your stack.
Once per turn → <strong>1[credit]:</strong> Reveal the top card of your stack. If that card is a program or piece of hardware, you may install it.","每回合第一次潜袭开始时，你可以查看你的存储栈顶端的2张卡牌。
每回合限一次 → <strong>1[credit]：</strong>展示你的存储栈顶端的卡牌。如果该卡牌是一个程序或硬件，你可以安装之。","The first time each turn a run begins, you may look at the top 2 cards of your stack. Once per turn -> 1[credit]: Reveal the top card of your stack. If that card is a program or piece of hardware, you may install it.",Hardware,硬件,Chip,芯片,Runner,潜袭者,Criminal,逆法者,♦,3,,,,,,3,1,,,,"“Overinflate a superposition-stack and optimal code forms the negentropy traverse.”
“Aha, like putting too much air into a balloon?!”","“只要将叠加存储栈过载，最优代码就会形成负熵传输。”
“啊哈，是不是就像气球气打多了一样？！”",3,0,N. Hopkins,,,,,0,,null_signal_games,null_signal_games,2019-12-31
26078,Ashes,余烬,26,Uprising,起义,3,Data Pack,数据包,65,78,Swift,雨燕,Swift,"+1[mu]
The first time each turn you play a <strong>run</strong> event, gain [click].
Limit 1 <strong>console</strong> per player.","+1[mu]
每回合你第一次打出一个潜袭事件时，获得[click]。
每位玩家限制1个<strong>控制台</strong>。","+1 mu The first time each turn you play a run event, gain click. Limit 1 console per player.",Hardware,硬件,"Console,Vehicle","控制台,载具",Runner,潜袭者,Criminal,逆法者,♦,3,,,,,,2,2,,,,"“Red ones go faster.”
—Ken “Express” Tenma","“红的那个跑得更快。”
—肯·“快车”·天马",3,0,Kira L. Nguyen,,,,,0,,null_signal_games,null_signal_games,2019-12-31
26079,Ashes,余烬,26,Uprising,起义,3,Data Pack,数据包,65,79,Afterimage,残影,Afterimage,"Once per turn → When you encounter a <strong>sentry</strong>, you may pay 2[credit] to bypass it. Spend credits only from <strong>stealth</strong> cards to use this ability.
Interface → <strong>1[credit]:</strong> Break up to 2 <strong>sentry</strong> subroutines.
<strong>1[credit]:</strong> +2 strength. Spend credits only from <strong>stealth</strong> cards to use this ability.","每回合限一次 → 当你遭遇一层<strong>警报</strong>时，你可以支付2[credit]以略过之。本能力仅能花费<strong>隐匿</strong>卡牌上的信用点来使用。
对接 → <strong>1[credit]：</strong>破解最多2条<strong>警报</strong>子进程。
<strong>1[credit]：</strong>强度+2。本能力仅能花费<strong>隐匿</strong>卡牌上的信用点来使用。","Once per turn -> When you encounter a sentry, you may pay 2 credits to bypass it. Spend credits only from stealth cards to use this ability. Interface -> 1 credit: Break up to 2 sentry subroutines. 1 credit: +2 strength. Spend credits only from stealth cards to use this ability.",Program,程序,"Icebreaker,Killer","破解器,断路模块",Runner,潜袭者,Criminal,逆法者,,3,,,,,,3,4,2,1,,,,3,0,Kevin Tame,,,,,0,,null_signal_games,null_signal_games,2019-12-31
26080,Ashes,余烬,26,Uprising,起义,3,Data Pack,数据包,65,80,Makler,经纪人,Makler,"Interface → <strong>2[credit]:</strong> Break up to 2 <strong>barrier</strong> subroutines.
<strong>2[credit]:</strong> +2 strength.
The first time each turn this program fully breaks a piece of ice, gain 1[credit].","对接 → <strong>2[credit]：</strong>破解最多2条<strong>屏障</strong>子进程。
<strong>2[credit]：</strong>强度+2。
每回合本程序第一次完全破解一层防火墙时，获得1[credit]。","Interface -> 2 credits: Break up to 2 barrier subroutines. 2 credits: +2 strength. The first time each turn this program fully breaks a piece of ice, gain 1 credit.",Program,程序,"Icebreaker,Fracter","破解器,分解模块",Runner,潜袭者,Criminal,逆法者,,3,,,,,,2,5,2,1,,"“Debt is beautiful… <em>after</em> it is repaid.”
—“Baklan” Bochkin","“负债是如此美妙……当然得在你还清之后。”
—“鸬鹚”·博奇金",3,0,Krembler,,,,,0,,null_signal_games,null_signal_games,2019-12-31
26081,Ashes,余烬,26,Uprising,起义,3,Data Pack,数据包,65,81,Penumbral Toolkit,半影工具包,Penumbral Toolkit,"If you made a successful run on HQ this turn, this resource costs 2[credit] less to install.
When you install this resource, load 4[credit] onto it. When it is empty, trash it.
You can spend hosted credits during runs.","如果你本回合已对总部进行过成功的潜袭，本资源的安装费用减2[credit]。
当你安装本资源时，填装4[credit]到本资源上。当其清空时，销毁之。
你可以在潜袭中花费所附载的信用点。","If you made a successful run on HQ this turn, this resource costs 2 credits less to install. When you install this resource, load 4 credits onto it. When it is empty, trash it. You can spend hosted credits during runs.",Resource,资源,"Stealth,Virtual","隐匿,虚拟",Runner,潜袭者,Criminal,逆法者,,3,,,,,,2,2,,,,Shadow Net marketplaces have such venerability that they differ from legal platforms only in the products offered.,暗网市场非常可靠，只是提供的商品与正常市场不同而已。,3,0,Kevin Tame,,,,,0,,null_signal_games,null_signal_games,2019-12-31
26082,Ashes,余烬,26,Uprising,起义,3,Data Pack,数据包,65,82,The Back,后台,The Back,"The first time each turn you use a piece of hardware during a run, place 1 power counter on this resource.
[click], <strong>remove this resource from the game:</strong> For each hosted power counter, choose up to 2 cards in your heap with [trash] abilities. Shuffle the chosen cards into your stack.","每回合你第一次在潜袭中使用硬件时，放置1枚能量指示物到本资源上。
[click]，<strong>将本资源移出游戏：</strong>每有1枚所附载的能量指示物，便从你的堆阵选择最多2张具有[trash]能力的卡牌。将所选卡牌洗入你的存储栈。","The first time each turn you use a piece of hardware during a run, place 1 power counter on this resource. click, remove this resource from the game: For each hosted power counter, choose up to 2 cards in your heap with trash abilities. Shuffle the chosen cards into your stack.",Resource,资源,"Job,Location","工作,场所",Runner,潜袭者,Criminal,逆法者,♦,3,,,,,,4,1,,,,"“Junk plus undiscerning buyers equals profit.”
—Az McCaffrey","“垃圾加上外行买家等于获利。”
—阿兹·麦卡弗瑞",3,0,Izzy Pruett,,,,,0,,null_signal_games,null_signal_games,2019-12-31
26083,Ashes,余烬,26,Uprising,起义,3,Data Pack,数据包,65,83,Harmony AR Therapy,和谐医学院AR心理治疗,Harmony AR Therapy,"Choose up to 5 cards with different names in your heap. Shuffle those cards into your stack.
Remove this event from the game.","从你的堆阵中选择最多5张名称不同的卡牌。将这些卡牌洗入你的存储栈。
将本事件移出游戏。",Choose up to 5 cards with different names in your heap. Shuffle those cards into your stack. Remove this event from the game.,Event,事件,,,Runner,潜袭者,Shaper,塑造者,,3,,,,,,3,2,,,,Breathe in and visualise your happy place. Breathe out. It’s safe and calm and all your best days are there. Breathe in. Very good. The cortex scan has finished. Breathe out and open your eyes…,吸气，想一个让你开心的地方。呼气。那里平静祥和，你度过了美好时光。吸气。非常好。皮质扫描完成。呼气，然后睁开你的眼睛……,3,0,Patrick Burk & Krembler,,,,,0,,null_signal_games,null_signal_games,2019-12-31
26084,Ashes,余烬,26,Uprising,起义,3,Data Pack,数据包,65,84,Aniccam,诸行无常,Aniccam,"+1[mu]
The first time each turn an event is trashed <em>(from any location)</em>, draw 1 card.
Limit 1 <strong>console</strong> per player.","+1[mu]
每回合第一次一个事件<em>(从任意位置)</em>被销毁时，抽1张卡牌。
每位玩家限制1个<strong>控制台</strong>。","+1 mu The first time each turn an event is trashed (from any location), draw 1 card. Limit 1 console per player.",Hardware,硬件,Console,控制台,Runner,潜袭者,Shaper,塑造者,♦,3,,,,,,3,3,,,,Objects are but modulations in a continuous cycle of energy—illusory and impermanent echoes of the Self.,诸行无常，是生灭法。生灭灭已，寂灭为乐。,3,0,Olie Boldador,,,,,0,,null_signal_games,null_signal_games,2019-12-31
26085,Ashes,余烬,26,Uprising,起义,3,Data Pack,数据包,65,85,Simulchip,模拟芯片,Simulchip,"As an additional cost to use this hardware, trash 1 installed program. Ignore this cost if an installed program has already been trashed this turn.
<strong>[trash]:</strong> Install 1 program from your heap, paying 3[credit] less.","作为使用本硬件的额外费用，销毁1个已安装的程序。如果本回合已经有一个已安装的程序被销毁，忽略该额外费用。
[trash]<strong>：</strong>从你的堆阵中安装1个程序，其安装费用减3[credit]。","As an additional cost to use this hardware, trash 1 installed program. Ignore this cost if an installed program has already been trashed this turn. trash: Install 1 program from your heap, paying 3 credits less.",Hardware,硬件,Chip,芯片,Runner,潜袭者,Shaper,塑造者,,3,,,,,,2,1,,,,"“I could let my code evolve something new, but sometimes I just want to remember yesterday’s solution.”
—Lane","“我可以让我的代码进化成新玩意，但有时候我只想要昨天的版本。”
—莱恩",3,0,Elizaveta Sokolova,,,,,0,,null_signal_games,null_signal_games,2019-12-31
26086,Ashes,余烬,26,Uprising,起义,3,Data Pack,数据包,65,86,Cordyceps,冬虫夏草,Cordyceps,"When you install this program, place 2 virus counters on it.
Once per turn → When you make a successful run on a central server, you may remove 1 hosted virus counter to swap 1 piece of ice protecting that server with another installed piece of ice.","当你安装本程序时，放置2枚病毒指示物到本程序上。
每回合限一次 → 当你对中央服务器进行一次成功的潜袭时，你可以移除1枚所附载的病毒指示物，以将1层保护该服务器的防火墙与另一层已安装的防火墙互换。","When you install this program, place 2 virus counters on it. Once per turn -> When you make a successful run on a central server, you may remove 1 hosted virus counter to swap 1 piece of ice protecting that server with another installed piece of ice.",Program,程序,Virus,病毒,Runner,潜袭者,Shaper,塑造者,,3,,,,,,4,3,,1,,,,3,0,Krembler & Zoe Cohen,,,,,0,,null_signal_games,null_signal_games,2019-12-31
26087,Ashes,余烬,26,Uprising,起义,3,Data Pack,数据包,65,87,Euler,欧拉,Euler,"Interface → <strong>0[credit]:</strong> Break 1 <strong>code gate</strong> subroutine. Use this ability only if this program was installed this turn.
Interface → <strong>2[credit]:</strong> Break up to 2 <strong>code gate</strong> subroutines.
<strong>1[credit]:</strong> +1 strength.","对接 → <strong>0[credit]：</strong>破解1条<strong>门禁</strong>子进程。本能力仅能在安装本程序的回合使用。
对接 → <strong>2[credit]：</strong>破解最多2条<strong>门禁</strong>子进程。
<strong>1[credit]：</strong>强度+1。",Interface -> 0 credits: Break 1 code gate subroutine. Use this ability only if this program was installed this turn. Interface -> 2 credits: Break up to 2 code gate subroutines. 1 credit: +1 strength.,Program,程序,"Icebreaker,Decoder","破解器,解码模块",Runner,潜袭者,Shaper,塑造者,,3,,,,,,3,2,2,1,,"Find truth not in the observation, but in the demonstration.",实践出真知。,3,0,Patrick Burk,,,,,0,,null_signal_games,null_signal_games,2019-12-31
26088,Ashes,余烬,26,Uprising,起义,3,Data Pack,数据包,65,88,Mantle,披风,Mantle,"1[recurring-credit]
You can spend hosted credits to use hardware and programs.","1[recurring-credit]
你可以花费所附载的信用点以使用硬件和程序。",1 recurring credit You can spend hosted credits to use hardware and programs.,Program,程序,Stealth,隐匿,Runner,潜袭者,Shaper,塑造者,,3,,,,,,2,1,,1,,"“Invisibility made it possible to get them, but it made it impossible to enjoy them when they are got.”
—H.G. Wells, <em>The Invisible Man</em>","“隐身可以让你拿到你想要的，但是也会让你没法享用拿到的东西。”
—H·G·威尔斯，<em>隐形人</em>",3,0,Krembler,,,,,0,,null_signal_games,null_signal_games,2019-12-31
26089,Ashes,余烬,26,Uprising,起义,3,Data Pack,数据包,65,89,Penrose,彭罗斯,Penrose,"Interface → <strong>1[credit]:</strong> Break 1 <strong>barrier</strong> subroutine. Use this ability only if this program was installed this turn.
Interface → <strong>1[credit]:</strong> Break 1 <strong>code gate</strong> subroutine.
<strong>1[credit]:</strong> +3 strength. Spend credits only from <strong>stealth</strong> cards to use this ability.","对接 → <strong>1[credit]：</strong>破解1条<strong>屏障</strong>子进程。本能力仅能在安装本程序的回合使用。
对接 → <strong>1[credit]：</strong>破解1条<strong>门禁</strong>子进程。
<strong>1[credit]：</strong>强度+3。本能力仅能花费<strong>隐匿</strong>卡牌上的信用点来使用。",Interface -> 1 credit: Break 1 barrier subroutine. Use this ability only if this program was installed this turn. Interface -> 1 credit: Break 1 code gate subroutine. 1 credit: +3 strength. Spend credits only from stealth cards to use this ability.,Program,程序,"Icebreaker,Decoder,Fracter","破解器,解码模块,分解模块",Runner,潜袭者,Shaper,塑造者,,3,,,,,,2,3,2,1,,Look at the problem from a different angle.,要从不同的角度看待问题。,3,0,Kevin Tame,,,,,0,,null_signal_games,null_signal_games,2019-12-31
26090,Ashes,余烬,26,Uprising,起义,3,Data Pack,数据包,65,90,Self-modifying Code,自修正代码,Self-modifying Code,"<strong>2[credit]</strong>, <strong>[trash]:</strong> Search your stack for 1 program. Install it. <em>(Shuffle your stack after searching it.)</em>",<strong>2[credit]</strong>，<strong>[trash]：</strong>在你的存储栈中搜寻1个程序。安装之。<em>（在搜寻存储栈后将其洗混。）</em>,"2 credits, trash: Search your stack for 1 program. Install it. (Shuffle your stack after searching it.)",Program,程序,,,Runner,潜袭者,Shaper,塑造者,,3,,,,,,3,0,,2,,"Consider this: the most notorious tool in cyberterrorism is one that, in isolation, does <em>nothing.</em>",好好想想：赛博恐怖袭击中最臭名昭著的工具，在被隔离的情况下，卵用没有。,3,0,Chiara Biancheri,,,,,0,,fantasy_flight_games,null_signal_games,2019-12-31
